 TOTAL,AMOUNT,DATE,DATE OF EVENT,DESCRIPTION,DISCOUNT,DONATION,ESTIMATE TOTAL,ESTIMATED HOURS,ESTIMATED TOTAL,HOURS,HOURS/UNITS,OCCURANCE,SUBTOTAL,TOTAL,rate,sheet
,,,2015-05-14,Total,,,,,,,,,1992.5,710,Non Member Weekday Rate - Partnership Discount,215005 BE PRESENT
,50,2014-05-17,,On Broadway,,,,,,4,,,,200,,2076 LNA_Beltane
,,2014-05-17,,Atrium,,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Omi Gallery,,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Jingletown Lounge (Mezzanine),,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Green Room,,,,,,,,,,,,2076 LNA_Beltane
,50,2014-05-17,,Set Up & Break Down,,,,,,2,,,,Waved,,2076 LNA_Beltane
,,2014-05-17,,Large Party Cleaning Fee,,,,,,,,,,0,,2076 LNA_Beltane
,50,2014-05-17,,Standard Cleaning Fee,,,,,,Flat Fee,,,,50,,2076 LNA_Beltane
,,2014-05-17,,A/V Technician,,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Coffee Service,,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Security,,,,,,,,,,0,,2076 LNA_Beltane
,,2014-05-17,,Total,,,,,,,,,,250,,2076 LNA_Beltane
,225,,2014-12-16,On Broadway,,,,,,3,,,675,675,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Atrium,,,,,,0,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Jingletown Lounge,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,OMI Gallery,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Meridian Room,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Uptown,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Downtown,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,East Oakland,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,West Oakland,,,,,,,,,0,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,50,,2014-12-16,Set Up & Break Down,,,,,,2,,,100,100,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,350,,2014-12-16,Large Party Janitorial Fee,,,,,,Flat Fee,,,350,350,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,,,,,,,,,,,0,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,,,2014-12-16,Total,,,,,,,,,1125,1125,Part time Member Weekday Rate,2172_Rev1 Lajones & Associates
,255,,2015-05-16,On Broadway,,,,,,,3,,765,765,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Atrium,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Jingletown Lounge,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,OMI Gallery,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Meridian Room,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Uptown,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Downtown,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,East Oakland,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,West Oakland,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,50,,2015-05-16,Set Up & Reset,,,,,,,2.5,,125,125,Part Time Member Weekend Rate,315012 LaunchPad Africa
,40,,2015-05-16,IHO Staffing,,,,,,,5.5,,220,220,Part Time Member Weekend Rate,315012 LaunchPad Africa
,250,,2015-05-16,Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,250,250,Part Time Member Weekend Rate,315012 LaunchPad Africa
,40,,2015-05-16,A/V Sound Technician (Set up Only),,,,,,,2,,80,80,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Coffee Service ,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Security,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,,,,,,,,,,,0,Part Time Member Weekend Rate,315012 LaunchPad Africa
,,,2015-05-16,Total,,,,,,,,,1440,1440,Part Time Member Weekend Rate,315012 LaunchPad Africa
,45,,2015-04-01,Meridian Room,,,,,,3,,,135,135,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,45,,2015-04-08,Meridian Room,,,,,,3,,,135,135,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,45,,2015-04-15,OMI Gallery,,,,,,3,,,135,135,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,45,,2015-04-22,Meridian Room,,,,,,3,,,135,135,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,,,2015-04-22,,,,,,,,,,,0,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,,,2015-04-22,Total,,,,,,,,,540,540,Full Time Member Weekday Rate,2198 Beyond Sep_SeriesII_April
,,2014-05-28,,On Broadway,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,90,2014-05-28,,Atrium,,,,,,3,,,,270,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Omi Gallery,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Jingletown Lounge (Mezzanine),,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Green Room,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,50,2014-05-28,,Set Up & Break Down,,,,,,1,,,,50,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Large Party Cleaning Fee,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,waved,2014-05-28,,Standard Cleaning Fee,,,,,,Flat Fee,,,,,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,A/V Technician,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Coffee Service,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Security,,,,,,,,,,0,Full Time Member Weekday Rate,2064 SlowMoney Update
,,2014-05-28,,Total,,,,,,,,,,320,Full Time Member Weekday Rate,2064 SlowMoney Update
,210,,2015-04-04,On Broadway,0.93,,,,,3.5,,,735,51.45,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Atrium,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Jingletown Lounge,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,OMI Gallery,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Meridian Room,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Uptown,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Downtown,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,East Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,West Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,75,,2015-04-04,Set Up & Break Down,1,,,,,4,,,300,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,250,,2015-04-04,Standard Janitorial Fee,,,,,,Flat Fee,,,250,250,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,35,,2015-04-04,Site Manager/Staffing,,,,,,3,,,105,105,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,A/V Technician,,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Coffee Service ($10/thermos),,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,85,,2015-04-04,Waste Removal,1,,,,,Flat Fee,,,85,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,,,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,,,2015-04-04,Total,,,,,,,,,1475,406.45,Full Time Member Weekend Rate - Partnership Discount,315005-2 LNA_MidLifeCelebration
,140,2014-08-08,,Entire Space,,,,,,2.5,,,,350,,2083 Nat Poetry Slam
,,2014-08-08,,On Broadway,,,,,,,,,,,,2083 Nat Poetry Slam
,,2014-08-08,,Atrium,,,,,,,,,,,,2083 Nat Poetry Slam
,,2014-08-08,,Omi Gallery,,,,,,,,,,,,2083 Nat Poetry Slam
,,2014-08-08,,Jingletown Lounge (Mezzanine),,,,,,,,,,,,2083 Nat Poetry Slam
,,2014-08-08,,Downtown,,,,,,,,,,,,2083 Nat Poetry Slam
,50,2014-08-08,,Set Up & Break Down,,,,,,2.5,,,,Waved,,2083 Nat Poetry Slam
,300,2014-08-08,,Large Party Cleaning Fee,,,,,,Flat Fee,,,,Waved,,2083 Nat Poetry Slam
,40,2014-08-08,,A/V Technician,,,,,,4,,,,160,,2083 Nat Poetry Slam
,,2014-08-08,,Coffee Service,,,,,,,,,,0,,2083 Nat Poetry Slam
,,2014-08-08,,Security,,,,,,,,,,0,,2083 Nat Poetry Slam
,,2014-08-08,,Total,,,,,,,,,,510,,2083 Nat Poetry Slam
,150,2014-05-29,,On Broadway,,,,,,2,,,,300,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Atrium,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Omi Gallery,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Jingletown Lounge (Mezzanine),,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Green Room,,,,,,,,,,,,2070 KQED_FilmSalon (2)
,50,2014-05-29,,Set Up & Break Down,,,,,,2,,,,100,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Large Party Cleaning Fee,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,100,2014-05-29,,Standard Cleaning Fee,,,,,,Flat Fee,,,,100,,2070 KQED_FilmSalon (2)
,,2014-05-29,,A/V Technician,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Coffee Service,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Security,,,,,,,,,,0,,2070 KQED_FilmSalon (2)
,,2014-05-29,,Total,,,,,,,,,,500,,2070 KQED_FilmSalon (2)
,255,,2015-09-18,On Broadway,,,,,,,4,,1020,1020,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Atrium,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Jingletown Lounge,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,OMI Gallery,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Meridian Room,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Uptown,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Downtown,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,East Oakland,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,West Oakland,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,50,,2015-09-18,Set Up & Reset,,,,,,,3,,150,150,Part time Member Weekend Rate,415016 FVLC Be Brave
,40,,2015-09-18,IHO Staffing,,,,,,,7,,280,280,Part time Member Weekend Rate,415016 FVLC Be Brave
,300,,2015-09-18,Standard Janitorial Fee,,,,,,,Flat Fee,,300,300,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,A/V Technician,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Coffee Service ,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Security,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,,,,,,,,,,,0,Part time Member Weekend Rate,415016 FVLC Be Brave
,,,2015-09-18,Total,,,,,,,,,1750,1750,Part time Member Weekend Rate,415016 FVLC Be Brave
,315,,2015-06-13,On Broadway,0.1,,,,,,6,,1890,1701,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Atrium,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Jingletown Lounge,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Uptown,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Downtown,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,East Oakland,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,West Oakland,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,75,,2015-06-13,Set Up & Break Down,,,,,,,3.5,,262.5,262.5,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,40,,2015-06-13,IHO Weekend Staffing,,,,,,,9.5,,380,380,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,300,,2015-06-13,Standard Janitorial Fee,,,,,,,Flat Fee,,300,300,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,A/V Technician,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Coffee Service ,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Security,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,,,,,,,,,,,0,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,,,2015-06-13,Total,,,,,,,,,2832.5,2643.5,Non Member Weekend Rate - Half Day Discount,215011 Kaiser HNS Grad
,295,2014-11-13,,On Broadway,0.3,,,,,3.5,,,1032.5,722.75,Non-Member Weekday Rate,2149 Bike East Bay
,195,2014-11-13,,Atrium,0.3,,,,,3.5,,,682.5,477.75,Non-Member Weekday Rate,2149 Bike East Bay
,50,2014-11-13,,Set Up & Break Down,,,,,,2,,,100,100,Non-Member Weekday Rate,2149 Bike East Bay
,400,2014-11-13,,Large Party Cleaning Fee,,,,,,Flat Fee,,,400,400,Non-Member Weekday Rate,2149 Bike East Bay
,,2014-11-13,,A/V Technician,,,,,,,,,0,0,Non-Member Weekday Rate,2149 Bike East Bay
,,2014-11-13,,Coffee Service,,,,,,,,,0,0,Non-Member Weekday Rate,2149 Bike East Bay
,,2014-11-13,,Security,,,,,,,,,0,0,Non-Member Weekday Rate,2149 Bike East Bay
,,2014-11-13,,Total,,,,,,,,,2215,1700.5,Non-Member Weekday Rate,2149 Bike East Bay
,,2014-07-19,,On Broadway,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Atrium,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Omi Gallery,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Jingletown Lounge (Mezzanine),,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Downtown,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,125,2014-07-19,,Meridian Room,,,,,,5,,,,625,Non-Member Weekend Rate,2088 WikiStategies
,30,2014-07-19,,Set Up & Break Down,,,,,,2,,,,60,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Standard Cleaning Fee,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,A/V Technician,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Coffee Service,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Security,,,,,,,,,,0,Non-Member Weekend Rate,2088 WikiStategies
,,2014-07-19,,Total,,,,,,,,,,685,Non-Member Weekend Rate,2088 WikiStategies
,140,2014-03-26,,On Broadway,,,,,,2.5,,,,350,,2047 BACC I
,,2014-03-26,,Atrium,,,,,,,,,,0,,2047 BACC I
,,2014-03-26,,Gallery,,,,,,,,,,0,,2047 BACC I
,,2014-03-26,,Mezzanine Level,,,,,,,,,,0,,2047 BACC I
,35,2014-03-26,,Set up / Break Down,,,,,,2,,,,70,,2047 BACC I
,150,2014-03-26,,Standard Cleaning Fee,,,,,,,,,,,,2047 BACC I
,300,2014-03-26,,Large Party Cleaning Fee,,,,,,,,,,0,,2047 BACC I
,40,2014-03-26,,A/V Technician,,,,,,,,,,0,,2047 BACC I
,,2014-03-26,,Total,,,,,,,,,,420,,2047 BACC I
,,,2014-12-18,On Broadway,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Atrium,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,OMI Gallery,,,,,,,,,,,Non Member Weekday Rate,2195 SYNCIS
,95,,2014-12-18,Meridian Room,,,,,,,1.5,,142.5,142.5,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Uptown,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Downtown,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,30,,2014-12-18,Set Up & Break Down,,,,,,,1,,30,30,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Site Manager,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Large Party Janitorial Fee,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Waste Removal Fee ,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,A/V Technician,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Coffee Service ,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Security,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,,,,,,,,,,,0,Non Member Weekday Rate,2195 SYNCIS
,,,2014-12-18,Total,,,,,,,,,172.5,172.5,Non Member Weekday Rate,2195 SYNCIS
,225,,2015-05-07,On Broadway,0.1,,,,,,2.5,,562.5,506.25,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,150,,2015-05-07,Atrium,0.1,,,,,,2.5,,375,337.5,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,115,,2015-05-07,Jingletown Lounge,0.1,,,,,,2.5,,287.5,258.75,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,85,,2015-05-07,OMI Gallery,0.1,,,,,,4,,340,306,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Meridian Room,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Uptown,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,25,,2015-05-07,East Oak,0.1,,,,,,7,,175,157.5,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,75,,2015-05-07,Set Up & Break Down,,,,,,,3.5,,262.5,262.5,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,35,,2015-05-07,Site Manager/Staffing,,,,,,,6.5,,227.5,227.5,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,500,,2015-05-07,Large Party Janitorial Fee,,,,,,,Flat Fee,,500,500,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Waste Removal Fee ,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,40,,2015-05-07,A/V Technician,,,,,,,4.5,,180,180,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Coffee Service ,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Security,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,,,,,,,,,,,0,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,,,2015-05-07,Total,,,,,,,,,2910,2736,Part-time Member Weekday Rate -- Multi-Room Discount,115005-2 Friends of Parks&Rec
,140,2014-05-24,,On Broadway,,,,,,7,,,,980,,2039 United Roots
,60,2014-05-24,,Gallery,,,,,,4,,,,240,,2039 United Roots
,90,2014-05-24,,Atrium,,,,,,4,,,,360,,2039 United Roots
,25,2014-05-24,,Downtown,,,,,,4,,,,100,,2039 United Roots
,50,2014-05-24,,Set-up/Break-down ,,,,,,3,,,,150,,2039 United Roots
,,2014-05-24,,Large party cleaning fee,,,,,,,,,,comped,,2039 United Roots
,,2014-05-24,,Coffee Service - $30/day,,,,,,,,,,,,2039 United Roots
,,2014-05-24,,Other,,,,,,,,,,,,2039 United Roots
,,2014-05-24,,Total,,,,,,,,,,1830,,2039 United Roots
,85,2014-07-12,,Gallery,0.1,,,,,7.5,,,,573.75,,2043 Ojah Yoga
,205,2014-07-12,,On Broadway,0.1,,,,,15,,,,2767.5,,2043 Ojah Yoga
,0,2014-07-12,,Jingletown Lounge,,,,,,15,,,,0,,2043 Ojah Yoga
,0,2014-07-12,,Downtown Conference Room,,,,,,15,,,,0,,2043 Ojah Yoga
,50,2014-07-12,,Set-up/Break-down ,,,,,,3,,,,150,,2043 Ojah Yoga
,200,2014-07-12,,Large Event Cleaning Fee,,,,,,,,,,200,,2043 Ojah Yoga
,,2014-07-12,,Total,,,,,,,,,,3691.25,,2043 Ojah Yoga
,210,,2015-04-04,On Broadway,0.93,,,,,3.5,,,735,51.45,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Atrium,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Jingletown Lounge,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,OMI Gallery,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Meridian Room,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Uptown,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Downtown,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,East Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,West Oakland,,,,,,,,,0,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,75,,2015-04-04,Set Up & Break Down,1,,,,,3,,,225,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,250,,2015-04-04,Standard Janitorial Fee,,,,,,Flat Fee,,,250,250,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,30,,2015-04-04,Site Manager/Staffing,1,,,,,6.5,,,195,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,A/V Technician,,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,Coffee Service ($10/thermos),,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,85,,2015-04-04,Waste Removal,1,,,,,Flat Fee,,,85,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
,,,2015-04-04,,,,,,,,,,,0,Full Time Member Weekend Rate - Partnership Discount,315005 LNA_MidLifeCelebration
